OBJECTID;Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Prevista;Data Entrada;Data Entrada,x,y
765;SPCCL ;SUB CARBOCLORO                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;30/09/2004;01/10/2004;21/03/2004;22/03/2004,-46.41421600399997,-23.866733007999983
766;SPCEQ ;SUB CERQUILHO III                                  SP       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;30/07/2014;31/07/2014;27/07/2014;28/07/2014,-47.77241700099995,-23.141278006999983
767;SPCER ;SUB CERQUILHO                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2002;02/06/2002,-47.752500005,-23.161666706999995
768;SPCTR ;SUB CENTRO-CTR                                     SP       ;7CP;TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A.                ;;;01/06/2000;02/06/2000,-46.65000000599997,-23.53305560399997
769;SPCTT ;SUB CENTRO-CTT                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.716666705999955,-23.51638890099997
770;SPCUB1;SUB PETROBRAS CUBATAO                              SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;30/07/2009;31/07/2009;31/07/2009;01/08/2009,-46.431741402,-23.875833005000004
771;SPDMR ;SUB DOMENICO RANGONI                               SP       ;ELT;EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE        ;04/09/2020;05/09/2020;;,-46.28254800299999,-23.933148004999964
772;SPDRA ;SUB DRACENA                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2002;02/06/2002,-51.526666700999954,-21.45722220199997
773;SPEMG ;SUB EMBU-GUACU                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.800555601999974,-23.846944406999967
774;SPESO ;SUB EDGARD SOUZA                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.916666701,-23.449722200999986
775;SPFDI ;SUB FERNAO DIAS                                    SP       ;GNB;MATA DE SANTA GENEBRA TRANSMISSAO S.A.                         ;27/02/2020;28/02/2020;02/02/2018;03/02/2018,-46.51582000399998,-23.055694007
776;SPFLP ;SUB FLORIDA PAULISTA                               SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-51.147178604999965,-21.61715450199995
777;SPGET ;SUB GETULINA                                       SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;30/03/2011;31/03/2011;09/03/2011;10/03/2011,-49.83835799999997,-21.855464004999988
778;SPGSP ;SUB GERDAU SP                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;19/04/2005;20/04/2005;24/04/2005;25/04/2005,-47.08416670599996,-23.43750000099999
779;SPGUI1;SUB GUARIROBA 1                                    SP       ;ELK;ELEKTRO REDES S.A.                                             ;29/04/2015;30/04/2015;08/06/2015;09/06/2015,-49.703333302999965,-20.166666701999986
780;SPGVB ;SUB GV DO BRASIL                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;29/06/2014;30/06/2014;16/03/2015;17/03/2015,-45.410939000999974,-22.92257800799996
781;SPINT ;SUB INTERLAGOS                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.68333329999996,-23.716388903999984
782;SPITE ;SUB ITAPETI                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.166666701,-23.53305560399997
783;SPITP2;SUB ITAPETININGA II                                SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;30/12/1990;31/12/1990,-48.05833329999996,-23.626388900999984
784;SPITR2;SUB ITARARE II                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;30/12/1990;31/12/1990,-49.312917002000006,-24.101917006999997
785;SPITV ;SUB ITAPEVA                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;30/12/1990;31/12/1990,-48.879166699999985,-23.996388905000003
786;SPJAL ;SUB JALES                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;30/12/1990;31/12/1990,-50.55777780699998,-20.257222205999994
787;SPJAN ;SUB JANDIRA                                        SP       ;IEJ;INTERLIGAÇÃO ELÉTRICA SERRA DO JAPI S.A.                       ;17/03/2012;18/03/2012;21/03/2012;22/03/2012,-46.89361100599996,-23.571111001999952
788;SPJGU ;SUB JAGUARIUNA                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;30/12/1990;31/12/1990,-46.996388905,-22.697222203999956
789;SPLES ;SUB LESTE                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.466666705999955,-23.599722206999957
790;SPLIM1;SUB LIMEIRA I                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2002;02/06/2002,-47.405833304,-22.544722207999996
791;SPLRN ;SUB LORENA                                         SP       ;PUR;INTERLIGAÇÃO ELÉTRICA ITAPURA S.A.                             ;29/04/2021;30/04/2021;20/07/2021;21/07/2021,-45.06968050499995,-22.729681104999997
792;SPMAI ;SUB MAIRIPORA                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.576935805000005,-23.312692202999983
793;SPMDO ;SUB MORRO AGUDO TRANSMISSAO SP                     SP       ;MRR;CPFL TRANSMISSÃO DE ENERGIA MORRO AGUDO LTDA.                  ;26/09/2017;27/09/2017;02/07/2017;03/07/2017,-48.16271700699997,-20.865100004
794;SPMFO ;SUB MILTON  FORNASARO                              SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.766666703,-23.53305560399997
795;SPMGI ;SUB MOGI                                           SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.18305560199997,-23.55000000499996
796;SPMNN ;SUB MANOEL DA NOBREGA                              SP       ;ELT;EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE        ;04/09/2020;05/09/2020;30/04/2024;01/05/2024,-46.53461300599997,-24.045037001999958
797;SPMOG1;SUB MOGI GUACU I                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.96750000099996,-22.360555499999975
798;SPMOM3;SUB MOGI MIRIM 3                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-47.0672222,-22.422777801999985
799;SPMON ;SUB MONGAGUA                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;30/06/1991;01/07/1991,-46.628888905,-24.09583330199996
800;SPMRE ;SUB MIGUEL REALE                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.63333330299997,-23.566388905999986
801;SPMRR ;SUB MARECHAL RONDON                                MS       ;MRT;MARECHAL RONDON TRANSMISSORA DE ENERGIA SA                     ;02/10/2016;03/10/2016;04/09/2016;05/09/2016,-51.638342000999955,-20.794348001999992
802;SPMSOL;SUB MIRASSOL II                                    SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;29/04/2011;30/04/2011;16/04/2011;17/04/2011,-49.5,-20.866667002999975
803;SPNOD ;SUB NORDESTE                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.38333330299997,-23.449722200999986
804;SPNOR ;SUB NORTE                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.566666699999985,-23.483055606999983
805;SPNPP ;SUB NOVA PORTO PRIMAVERA                           SP       ;PPR;Porto Primavera Transmissora de Energia S/A.                   ;06/10/2006;07/10/2006;16/10/2006;17/10/2006,-52.96611050499996,-22.490833804999966
806;SPOES ;SUB OESTE                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-47.416666701,-23.449722200999986
807;SPPAD ;SUB PARAGUACU PAULISTA II                          SP       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;23/01/2016;24/01/2016;23/01/2016;24/01/2016,-50.59211600599997,-22.434270002999995
808;SPPCB ;SUB PIRACICABA TRANSMISSORA                        SP       ;PIR;CPFL TRANSMISSÃO DE ENERGIA PIRACICABA LTDA.                   ;17/06/2015;18/06/2015;21/06/2015;22/06/2015,-47.63041450099996,-22.652360805
809;SPPER ;SUB PERUIBE                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-47.03396940199997,-24.29454100199996
810;SPPIR ;SUB PIRATININGA                                    SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.68333329999996,-23.700000004000003
811;SPPIR2;SUB PIRATININGA II                                 SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;17/12/2011;18/12/2011;26/12/2011;27/12/2011,-46.68336600099997,-23.705825001999983
812;SPPOF ;SUB PORTO FERREIRA                                 SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-47.49762370399998,-21.84832350199997
813;SPPPR1;SUB PORTO PRIMAVERA                                SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;30/12/1990;31/12/1990,-52.95249440499998,-22.49116110099999
814;SPPRI ;SUB PIRITUBA                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.716666705999955,-23.499722206
815;SPPRP ;SUB PRESIDENTE  PRUDENTE                           SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-51.36780400599997,-22.180664904999958
816;SPREG ;SUB REGISTRO                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2002;02/06/2002,-47.855000003999976,-24.521111101999963
817;SPRIC1;SUB RIO CLARO-I                                    SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-47.550101704999975,-22.439466901999992
818;SPRIP ;SUB RIO PARDO                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2002;02/06/2002,-45.63944440299997,-23.68277780799997
819;SPRPR ;SUB RIBEIRAO PRETO                                 SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-47.686111100000005,-21.200555600999962
820;SPRRF ;SUB RAMON REBERTE FILHO                            SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.53333330199996,-23.583055600999955
821;SPSAA ;SUB SANTO ANGELO                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.258611105,-23.58750000699996
822;SPSAC ;SUB SAO CARLOS                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-47.944897405999995,-22.061270006999962
823;SPSBO ;SUB SANTA BARBARA  DOESTE                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;05/02/2000;06/02/2000,-47.42055560599999,-22.724722206999957
824;SPSCA ;SUB SANTA CABECA                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-44.93333329999996,-22.649722204
825;SPSCDS;SUB SÃO CAETANO DO SUL                             SP       ;IER;INTERLIGAÇÃO ELÉTRICA RIACHO GRANDE S.A.                       ;30/03/2026;31/03/2026;;,-46.57888890099997,-23.609444402999998
826;SPSERP;SUB REPLAN CTEEP                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;07/12/2015;08/12/2015;09/04/2016;10/04/2016,-47.114333004,-22.73483300299995
827;SPSGEL;SUB SÃO MIGUEL                                     SP       ;MZ8;MEZ 8 ENERGIA S.A.                                             ;30/03/2026;31/03/2026;;,-46.51894999999996,-23.513702803
828;RNSMG;SUB SAO MIGUEL                                     RN       ;GEE;SM GERACAO DE ENERGIA EOLICA LTDA                              ;30/09/2017;01/10/2017;16/12/2019;17/12/2019,-35.78617799999995,-5.267217002999985
829;SPSJB1;SUB SAO JOAO DA BOA VISTA 1                        SP       ;ELK;ELEKTRO REDES S.A.                                             ;;;31/12/2005;01/01/2006,-46.923055499999975,-21.92777780499995
830;SPSJC ;SUB SAO JOSE DOS CAMPOS                            SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-45.88333330299997,-23.199722200999986
831;SPSJR ;SUB SAO JOSE DO RIO PRETO                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-49.37267230499998,-20.843669906999992
832;SPSLY ;SUB SOLVAY                                         SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;30/10/2011;31/10/2011;20/09/2011;21/09/2011,-46.375111006,-23.773861006999994
833;SPSSE ;SUB SAO SEBASTIAO                                  SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2002;02/06/2002,-45.412500000999955,-23.805555500999958
834;SPSTAR;SUB ARARAQUARA                                     SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-48.253983006,-21.774272002999965
835;SPSTCA;SUB CAMPINAS FURNAS                                SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-47.00462100699997,-22.774201006
836;SPSTCH;SUB CACHOEIRA  PAULISTA                            SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-45.035694003,-22.632745005999993
837;SPSTGA;SUB GUARULHOS                                      SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-46.585484006,-23.442541003999963
838;SPSTIA;SUB ITABERA                                        SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;31/05/2000;01/06/2000,-49.13214300599998,-23.951492004999977
839;SPSTIN;SUB IBIUNA                                         SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-47.101719006999986,-23.665017001999956
840;SPSTMO;SUB MOGI DAS CRUZES                                SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-46.169846006,-23.50373500699999
841;SPSTO ;SUB SALTO                                          SP       ;IEJ;INTERLIGAÇÃO ELÉTRICA SERRA DO JAPI S.A.                       ;30/01/2012;31/01/2012;17/01/2012;18/01/2012,-47.24500000499995,-23.17905600399996
842;SPSTTB;SUB ITATIBA                                        SP       ;TSP;TRANSENERGIA SÃO PAULO S.A.                                    ;29/07/2012;30/07/2012;24/08/2012;25/08/2012,-46.93370599999997,-22.940075003000004
843;SPSTTP;SUB TIJUCO PRETO                                   SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-46.27354400599995,-23.71073400299997
844;SPSUL ;SUB SUL                                            SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;;01/06/2000;02/06/2000,-46.53333330199996,-23.699722200999986
